817 LINWOOD CIR	BIRMINGHAM	35222	46TH ST S & LINWOOD DR	BIRMINGHAM FD	1005	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
817 LYKES BLVD	FULTONDALE	35068	FULTON DR / DECATUR HWY & UNNAMED RD	FULT ST	FULT_ST1	435	1. FULTONDALE FD | 2. TARRANT FD | 3. GARDENDALE FD | 4. BIRMINGHAM FD | 5. GLENNWOOD FD
817 MARION LN	BIRMINGHAM	35235	SHERWOOD FOREST DR / NORTHCREST DR	BIRMINGHAM FD	2703	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
817 MARTINWOOD LN	BIRMINGHAM	35235	MARTINWOOD CT / MARTINWOOD DR N	BIRMINGHAM FD	2706	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
817 MARTINWOOD RD	BIRMINGHAM	35235	MARTINWOOD CIR / MARTINWOOD DR N	BIRMINGHAM FD	2703	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
817 MASON AVE	BIRMINGHAM	35211	PUBLIC ALY / MARTIN LUTHER KING JR DR & MARTIN LUTHER KING JR RD	BIRMINGHAM FD	1502	469	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
817 MCCARY ST SW	BIRMINGHAM	35211	8TH CT SW / 8TH AVE SW	BIRMINGHAM FD	2106	469	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
817 MILDRED ANN DR	UNINCORPORATED	35215	OLD SPRINGVILLE RD	CENTER POINT FD	CPFD_7	439	1. BIRMINGHAM FD | 2. TRUSSVILLE FD
817 MILGRAY LN	BESSEMER	35022	CANTERBURY DR / MONTEZ DR S	BESSEMER FD	BESSEMER_FD	487	1. EASTERN VALLEY FD | 2. HUEYTOWN FD | 3. MCCALLA FD | 4. MCADORY FD | 5. BIRMINGHAM FD | 6. BRIGHTON FD | 7. LIPSCOMB FD | 8. INDIAN FORD FD | 9. HOOVER FD
817 MOUNTAIN BRANCH DR	HOOVER	35226	TYLER RD / MOUNTAIN BRANCH LN	HOOVER FD	HOOVER_FD	469	1. ROCKY RIDGE FD | 2. HOMEWOOD FD | 3. BIRMINGHAM FD | 4. BESSEMER FD | 5. NORTH SHELBY FD | 6. HELENA FD | 7. REX LAKE FD | 8. INDIAN FORD FD
817 MOUNTAIN BRANCH LN	VESTAVIA HILLS	35226	MOUNTAIN BRANCH DR	VESTAVIA FD	VESTAVIA_FD	469	1. HOOVER FD | 2. ROCKY RIDGE FD | 3. HOMEWOOD FD | 4. BIRMINGHAM FD | 5. MOUNTAIN BROOK FD | 6. REX LAKE FD | 7. IRONDALE FD
817 MOUNTAINVIEW DR	GARDENDALE	35071	GLEN FOREST DR / GAMBLE CIR	GARDENDALE FD	GARDENDALE_FD	421	1. MOUNT OLIVE FD | 2. GLENNWOOD FD | 3. BROOKSIDE FD | 4. MORRIS FD | 5. FULTONDALE FD | 6. FORESTDALE FD
817 NONIDEZ CIR	BESSEMER	35022	MONTEREY DR	BESSEMER FD	BESSEMER_FD	487	1. EASTERN VALLEY FD | 2. HUEYTOWN FD | 3. MCCALLA FD | 4. MCADORY FD | 5. BIRMINGHAM FD | 6. BRIGHTON FD | 7. LIPSCOMB FD | 8. INDIAN FORD FD | 9. HOOVER FD
817 NORTH MOUNTAIN DR	FULTONDALE	35068	VERIFY - CROSS STREETS UNAVAILABLE	FULT ST	FULT_ST1	VERIFY - NO BEAT MATCH	1. FULTONDALE FD | 2. TARRANT FD | 3. BIRMINGHAM FD | 4. GARDENDALE FD | 5. GLENNWOOD FD
817 NORTHCREST DR	BIRMINGHAM	35235	JEFFERY DR / ZELLMARK LN	BIRMINGHAM FD	2703	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
817 OAK GROVE RD	HOMEWOOD	35209	S POINTE DR / HALL AVE	HOMEWOOD FD	HOMEWOOD_FD	469	1. BIRMINGHAM FD | 2. HOOVER FD | 3. ROCKY RIDGE FD | 4. MOUNTAIN BROOK FD
817 OAK PL	PLEASANT GROVE	35127	7TH PL & 7TH PLACE CIR / PLEASANT GROVE RD	PLEASANT FD/GROVE (AUTOMATIC AID)	PLEASANT_GROVE_FD	VERIFY - NO BEAT MATCH	1. PLEASANT GROVE FD | 2. BIRMINGHAM FD | 3. HUEYTOWN FD | 4. MINOR FD
817 OAK RIDGE DR	UNINCORPORATED	35214	PRATT HWY / HAVEN DR	FORESTDALE FD	FORESTDALE_FD	416	1. ADAMSVILLE FD | 2. BIRMINGHAM FD | 3. BROOKSIDE FD | 4. GRAYSVILLE FD | 5. MOUNT OLIVE FD | 6. GARDENDALE FD
817 OAKLAND DR	FAIRFIELD	35064	HILLANDALE DR / GLEN OAKS DR	FAIRFIELD FD	FAIRFIELD_FD	491	1. MIDFIELD FD | 2. BIRMINGHAM FD
817 OVERLOOK CIR	HUEYTOWN	35023	OVERLOOK TER / FOREST RD	HUEYTOWN FD	HUEYTOWN_FD	492	1. PLEASANT GROVE FD | 2. BIRMINGHAM FD | 3. BESSEMER FD | 4. CONCORD FD | 5. ADGER FD
817 OVERLOOK CIR	UNINCORPORATED	35023	OVERLOOK TER / FOREST RD	HUEYTOWN FD | NO FIRE COVERAGE	COUNTY NO FD | HUEYTOWN_FD	492	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
817 OVERTON AVE	TARRANT	35217	ALABAMA ST / MISSISSIPPI ST	TARRANT FD	TARRANT_FD	441	1. BIRMINGHAM FD | 2. FULTONDALE FD
817 PARK CIR	FAIRFIELD	35064	PARK AVE / SLOPE DR	FAIRFIELD FD	FAIRFIELD_FD	491	1. MIDFIELD FD | 2. BIRMINGHAM FD
817 PARK DR	BIRMINGHAM	35235	HAGWOOD RD / PARKWAY DR	BIRMINGHAM FD	3002	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
817 PARK LN	FULTONDALE	35068	BIRCH ST / N MOUNTAIN DR & WHALEY RD	FULT ST	FULT_ST1	435	1. FULTONDALE FD | 2. TARRANT FD | 3. BIRMINGHAM FD | 4. GARDENDALE FD | 5. GLENNWOOD FD
817 PARKBROOK TRL	UNINCORPORATED	35215	VERIFY - CROSS STREETS UNAVAILABLE	CENTER POINT FD	CPFD_7	VERIFY - NO BEAT MATCH	1. BIRMINGHAM FD | 2. TRUSSVILLE FD
817 PIEDMONT AVE	BIRMINGHAM	35214	PERRY ST / SHELBY ST	BIRMINGHAM FD	1805	415	1. FORESTDALE FD | 2. MINOR FD
817 PINE FOREST CIR	BIRMINGHAM	35235	WEAR DR	BIRMINGHAM FD	3002	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
817 PINE ST	UNINCORPORATED	35224	PUBLIC ALY / HIGHLAND AVE	MINOR FD	MINOR_FD_1	498	1. BIRMINGHAM FD | 2. ADAMSVILLE FD | 3. PLEASANT GROVE FD | 4. MULGA FD | 5. MAYTOWN FD
817 PRATT HWY	BIRMINGHAM	35214	RUSSELL ST / PERRY ST	BIRMINGHAM FD	1805	416	1. FORESTDALE FD | 2. MINOR FD
817 PRINCETON AVE SW	BIRMINGHAM	35211	10TH ST SW / 7TH ST SW	BIRMINGHAM FD	2104	VERIFY - NO BEAT MATCH	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
817 QUEBEC DR	UNINCORPORATED	35224	HOLLAND AVE / ICELAND AVE	MINOR FD	MINOR_FD_1	415	1. BIRMINGHAM FD | 2. ADAMSVILLE FD | 3. PLEASANT GROVE FD | 4. MULGA FD | 5. MAYTOWN FD
817 QUEBEC ST	UNINCORPORATED	35224	ICELAND AVE / GREECE AVE & HOLLAND AVE	MINOR FD	MINOR_FD_1	415	1. BIRMINGHAM FD | 2. ADAMSVILLE FD | 3. PLEASANT GROVE FD | 4. MULGA FD | 5. MAYTOWN FD
817 RAY DR	UNINCORPORATED	35214	LYNN DALE LN / THOMPSON ST	FORESTDALE FD	FORESTDALE_FD	415	1. ADAMSVILLE FD | 2. BIRMINGHAM FD | 3. BROOKSIDE FD | 4. GRAYSVILLE FD | 5. MOUNT OLIVE FD | 6. GARDENDALE FD
817 REYNOLDS CRST	VESTAVIA HILLS	35242	VERIFY - CROSS STREETS UNAVAILABLE	VESTAVIA FD	VESTAVIA_FD	465	1. BIRMINGHAM FD | 2. REX LAKE FD | 3. IRONDALE FD | 4. MOUNTAIN BROOK FD | 5. ROCKY RIDGE FD | 6. HOOVER FD | 7. HOMEWOOD FD
817 RICHMOND ST	BIRMINGHAM	35224	9TH AVE / PUBLIC ALY	BIRMINGHAM FD	1701	415	1. MINOR FD | 2. PLEASANT GROVE FD | 3. FAIRFIELD FD | 4. ADAMSVILLE FD | 5. MULGA FD | 6. MAYTOWN FD | 7. SYLVAN SPRINGS FD | 8. CONCORD FD | 9. BIRMINGPORT FD | 10. WEST JEFFERSON FD
817 RIDGEFIELD RD	UNINCORPORATED	35215	OLD TOWN TRCE / RIDGEFIELD LN	CENTER POINT FD	CPFD_1	441	1. BIRMINGHAM FD
817 RIME VILLAGE DR	HOOVER	35216	VERIFY - CROSS STREETS UNAVAILABLE	HOOVER FD	HOOVER_FD	467	1. ROCKY RIDGE FD | 2. NORTH SHELBY FD | 3. BESSEMER FD | 4. HELENA FD | 5. HOMEWOOD FD | 6. BIRMINGHAM FD | 7. REX LAKE FD | 8. INDIAN FORD FD
817 RIVERVIEW CT	UNINCORPORATED	35006	RIVERVIEW RD	NO FIRE COVERAGE	COUNTY NO FD	VERIFY - NO BEAT MATCH	1. WARRIOR RIVER FD | 2. BIRMINGPORT FD | 3. CONCORD FD | 4. ADGER FD | 5. BIRMINGHAM FD | 6. HUEYTOWN FD | 7. WEST JEFFERSON FD | 8. SYLVAN SPRINGS FD | 9. LAKEVIEW FD | 10. BESSEMER FD | 11. MCCALLA FD | 12. PLEASANT GROVE FD | 13. MAYTOWN FD | 14. SHADY GROVE FD | 15. MINOR FD | 16. ADAMSVILLE FD | 17. MULGA FD | 18. MCADORY FD | 19. EASTERN VALLEY FD | 20. BRIGHTON FD | 21. MIDFIELD FD | 22. BAGLEY FD | 23. GRAYSVILLE FD | 24. FAIRFIELD FD | 25. FORESTDALE FD | 26. LIPSCOMB FD | 27. INDIAN FORD FD | 28. HELENA FD | 29. BROOKSIDE FD | 30. CARDIFF FD | 31. HOOVER FD | 32. MOUNT OLIVE FD | 33. CORNER FD | 34. HOMEWOOD FD | 35. FULTONDALE FD | 36. GARDENDALE FD | 37. ROCKY RIDGE FD | 38. MOUNTAIN BROOK FD | 39. TARRANT FD | 40. KIMBERLY FD | 41. MORRIS FD | 42. GLENNWOOD FD | 43. CANE CREEK FD | 44. WARRIOR FD | 45. IRONDALE FD | 46. REX LAKE FD | 47. PALMERDALE FD | 48. TRUSSVILLE FD | 49. COUNTY LINE FD | 50. ARGO FD
817 ROBERSON RD	FAIRFIELD	35064	3RD AVE & EAST WAY & PUBLIC ALY / GLEN CREST DR	FAIRFIELD FD	FAIRFIELD_FD	491	1. MIDFIELD FD | 2. BIRMINGHAM FD
817 ROCKHURST LN	BIRMINGHAM	35209	ROCKHURST DR / ROCKFORD DR	BIRMINGHAM FD	0701	469	1. HOMEWOOD FD
817 ROCKINGHAM RD	BIRMINGHAM	35235	PARAGON PKWY / BARDSWOOD TER	BIRMINGHAM FD	2703	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
817 ROSE AVE	BESSEMER	35020	2ND AVE N / PUBLIC ALY	BESSEMER FD	BESSEMER_FD	VERIFY - NO BEAT MATCH	1. EASTERN VALLEY FD | 2. HUEYTOWN FD | 3. BIRMINGHAM FD | 4. BRIGHTON FD | 5. LIPSCOMB FD | 6. MCADORY FD | 7. MCCALLA FD | 8. HOOVER FD | 9. INDIAN FORD FD
817 ROSEWOOD CIR	GARDENDALE	35071	ROSEWOOD DR	GARDENDALE FD	GARDENDALE_FD	421	1. MOUNT OLIVE FD | 2. BROOKSIDE FD | 3. GLENNWOOD FD | 4. FULTONDALE FD | 5. FORESTDALE FD | 6. MORRIS FD
817 SANDRIDGE RD	BIRMINGHAM	35211	WENONAH OXMOOR RD	BIRMINGHAM FD	0401	469	1. HOMEWOOD FD | 2. HOOVER FD
817 SEVEN SPRINGS DR	BIRMINGHAM	35215	MOSELEY LN / MARLIN SPRINGS RD	BIRMINGHAM FD	2802	441	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
817 SHADES CREST RD	BIRMINGHAM	35226	W OXMOOR RD / VALLEY ST	BIRMINGHAM FD	0401	469	1. HOOVER FD | 2. HOMEWOOD FD
817 SHADY GROVE RD	MAYTOWN	35005	BIRMINGPORT RD / OLD PORTER RD	MAYTOWN FD	MAYTOWN_FD_1	498	1. BIRMINGHAM FD | 2. SYLVAN SPRINGS FD | 3. MINOR FD | 4. ADAMSVILLE FD | 5. SHADY GROVE FD
817 SHARPSBURG CIR	IRONDALE	35213	VICKSBURG DR / SHARPSBURG LN	IRONDALE FD	IRONDALE_FD	465	1. BIRMINGHAM FD | 2. MOUNTAIN BROOK FD | 3. REX LAKE FD | 4. TRUSSVILLE FD
817 SHERWOOD FOREST DR	BIRMINGHAM	35235	MARION LN / BOWMAN RD & SHERWOOD FOREST CIR	BIRMINGHAM FD	2703	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
817 SPRING LAKE CIR	BIRMINGHAM	35215	SPRING LAKE DR / OLD SPRINGVILLE RD	BIRMINGHAM FD	3004	439	1. TRUSSVILLE FD
817 SPRINGS AVE	BIRMINGHAM	35242	VERIFY - CROSS STREETS UNAVAILABLE	ROCKY RIDGE FD/BIRMINGHAM FD (AUTOMATIC AID)	MUTUAL_RESP_RRFD_BFD	VERIFY - NO BEAT MATCH	1. HOOVER FD | 2. REX LAKE FD | 3. MOUNTAIN BROOK FD | 4. IRONDALE FD
817 SUBURBAN DR	UNINCORPORATED	35214	SUBURBAN CIR / SPRUCEWOOD PL	FORESTDALE FD	FORESTDALE_FD	417	1. BIRMINGHAM FD | 2. BROOKSIDE FD | 3. ADAMSVILLE FD | 4. GRAYSVILLE FD | 5. MOUNT OLIVE FD | 6. GARDENDALE FD
817 SUNSET DR	BIRMINGHAM	35215	MEADOWBROOK DR / EAST BLVD	BIRMINGHAM FD	2702	441	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
817 SYCAMORE ST	UNINCORPORATED	35224	HIGHLAND AVE / PUBLIC ALY	MINOR FD	MINOR_FD_1	498	1. BIRMINGHAM FD | 2. ADAMSVILLE FD | 3. MULGA FD | 4. PLEASANT GROVE FD | 5. MAYTOWN FD
817 SYLVIA DR	HOMEWOOD	35209	SAULTER RD / HIGHVIEW RD	HOMEWOOD FD	HOMEWOOD_FD	469	1. BIRMINGHAM FD | 2. HOOVER FD | 3. ROCKY RIDGE FD | 4. MOUNTAIN BROOK FD
817 TENNESSEE AVE	UNINCORPORATED	35020	RAILROAD ST & SADLER AVE / 64TH ST S	EASTERN VALLEY FD	EVFD_1	487	1. BESSEMER FD | 2. MCADORY FD
817 THOMAS DR	UNINCORPORATED	35117	GRAHAM RD / THOMPSON DR	MOUNT OLIVE FD	MOFD_1	421	1. GARDENDALE FD | 2. BROOKSIDE FD | 3. FORESTDALE FD | 4. CORNER FD | 5. KIMBERLY FD
817 THOMPSON ST	IRONDALE	35210	NAVES DR / RAY DR	IRONDALE FD	IRONDALE_FD	465	1. BIRMINGHAM FD | 2. REX LAKE FD | 3. MOUNTAIN BROOK FD | 4. TRUSSVILLE FD
817 TOADVINE RD	UNINCORPORATED	35023	LOFTIS LN / FORD RD	CONCORD FD	CFD_1	497	1. BIRMINGPORT FD | 2. WARRIOR RIVER FD | 3. BIRMINGHAM FD | 4. HUEYTOWN FD
817 TWIN LAKE DR	BIRMINGHAM	35215	SPRINGVILLE RD / ORLANDO CIR	BIRMINGHAM FD	3004	439	1. TRUSSVILLE FD
817 TWIN RIDGE DR	GARDENDALE	35071	COUNTRY CLUB TRL / W LAKE DR	GARDENDALE FD	GARDENDALE_FD	435	1. FULTONDALE FD | 2. GLENNWOOD FD | 3. MOUNT OLIVE FD | 4. FORESTDALE FD | 5. BROOKSIDE FD | 6. MORRIS FD
817 TYLER CIR	HOOVER	35226	TYLER RD / DOVER DR	HOOVER FD	HOOVER_FD	469	1. BIRMINGHAM FD | 2. HOMEWOOD FD | 3. ROCKY RIDGE FD | 4. BESSEMER FD | 5. NORTH SHELBY FD | 6. HELENA FD | 7. INDIAN FORD FD | 8. REX LAKE FD
817 VALLEY RD	BIRMINGHAM	35208	41ST ST / 40TH PL	BIRMINGHAM FD	2403	469	1. FAIRFIELD FD
817 VANDERBILT ST	BIRMINGHAM	35206	PUBLIC ALY / 8TH AVE S	BIRMINGHAM FD	1903	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
817 VESTAVIA CT	VESTAVIA HILLS	35226	VERIFY - CROSS STREETS UNAVAILABLE	VESTAVIA FD	VESTAVIA_FD	VERIFY - NO BEAT MATCH	1. ROCKY RIDGE FD | 2. HOOVER FD | 3. HOMEWOOD FD | 4. BIRMINGHAM FD | 5. MOUNTAIN BROOK FD | 6. REX LAKE FD | 7. IRONDALE FD
817 VILLA LN	IRONDALE	35210	VERIFY - CROSS STREETS UNAVAILABLE	IRONDALE FD	IRONDALE_FD	465	1. MOUNTAIN BROOK FD | 2. BIRMINGHAM FD | 3. REX LAKE FD | 4. TRUSSVILLE FD
817 W J PRATT ST	UNINCORPORATED	35224	LANNIE BONNER CIR & NELLIE ANDERSON ST / BETTY WILLIAMS CV & NELLIE ANDERSON ST	MINOR FD	MINOR_FD_1	492	1. PLEASANT GROVE FD | 2. BIRMINGHAM FD | 3. MULGA FD | 4. MAYTOWN FD | 5. ADAMSVILLE FD
817 WESTFIELD DR	FAIRFIELD	35064	GLEN CREST DR / GLENFIELD RD	FAIRFIELD FD	FAIRFIELD_FD	491	1. MIDFIELD FD | 2. BIRMINGHAM FD
817 WIER RD	WARRIOR	35180	ARKADELPHIA RD	WARRIOR FD	WARRIOR_FD	420	1. CANE CREEK FD | 2. CORNER FD | 3. KIMBERLY FD
817 WILDWOOD XING	BIRMINGHAM	35211	VERIFY - CROSS STREETS UNAVAILABLE	BIRMINGHAM FD	0401	469	1. HOMEWOOD FD | 2. HOOVER FD
817 WILLOW BEND LN	UNINCORPORATED	35023	WILLOW GREEN TRL / CLOVER DR	CONCORD FD	CFD_1	489	1. HUEYTOWN FD | 2. BIRMINGHAM FD | 3. BIRMINGPORT FD | 4. WARRIOR RIVER FD
817 WINDOVER RD	UNINCORPORATED	35215	WINDOVER PL / APPLEWOOD DR	CENTER POINT FD	CPFD_2	439	1. BIRMINGHAM FD
817 WOOD LN	MORRIS	35116	MORRIS MANOR DR	MORRIS FD	MORRIS_FD_1	435	1. GARDENDALE FD | 2. KIMBERLY FD | 3. GLENNWOOD FD
817 WOOD TRACE CIR	LEEDS	35094	WOODRUFF PKWY / SUSUN CIR	LEEDS FD (BLOUNT COUNTY)	LEEDS_FD	465	1. REX LAKE FD | 2. BIRMINGHAM FD | 3. IRONDALE FD | 4. TRUSSVILLE FD
817 WOODMERE CREEK LOOP	UNINCORPORATED	35226	WOODMERE DR	VESTAVIA FD	VESTAVIA_FD	469	1. HOOVER FD | 2. ROCKY RIDGE FD | 3. HOMEWOOD FD | 4. BIRMINGHAM FD | 5. MOUNTAIN BROOK FD | 6. REX LAKE FD | 7. IRONDALE FD
817 WOODVALE RD	BIRMINGHAM	35222	43RD ST S / OVERLOOK DR	BIRMINGHAM FD	1005	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
817 WOODWARD RD	MIDFIELD	35228	MCGIBBONEY ST / FOREST ST	MIDFIELD FD	MIDFIELD_FD	490	1. FAIRFIELD FD | 2. BIRMINGHAM FD | 3. BRIGHTON FD
817 WORCHESTER CT	BIRMINGHAM	35235	PARAGON PKWY / BARDSWOOD TER	BIRMINGHAM FD	2703	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
817 ZELLMARK DR	BIRMINGHAM	35235	JEFFERY DR / ZELLMARK LN	BIRMINGHAM FD	2703	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
8170 ANDERSON DR	UNINCORPORATED	35116	MORRIS MAJESTIC RD	NO FIRE COVERAGE	COUNTY NO FD	435	1. KIMBERLY FD | 2. PALMERDALE FD | 3. GLENNWOOD FD | 4. MORRIS FD | 5. GARDENDALE FD | 6. WARRIOR FD | 7. MOUNT OLIVE FD | 8. COUNTY LINE FD | 9. FULTONDALE FD | 10. CANE CREEK FD | 11. CORNER FD | 12. BIRMINGHAM FD | 13. TARRANT FD | 14. BROOKSIDE FD | 15. TRUSSVILLE FD | 16. FORESTDALE FD | 17. BAGLEY FD | 18. GRAYSVILLE FD | 19. CARDIFF FD | 20. IRONDALE FD | 21. ADAMSVILLE FD | 22. ARGO FD | 23. WEST JEFFERSON FD | 24. REX LAKE FD | 25. MINOR FD | 26. MOUNTAIN BROOK FD | 27. SHADY GROVE FD | 28. MULGA FD | 29. MAYTOWN FD | 30. HOMEWOOD FD | 31. ROCKY RIDGE FD | 32. PLEASANT GROVE FD | 33. SYLVAN SPRINGS FD | 34. FAIRFIELD FD | 35. MIDFIELD FD | 36. HOOVER FD | 37. BIRMINGPORT FD | 38. CONCORD FD | 39. HUEYTOWN FD | 40. BRIGHTON FD | 41. LIPSCOMB FD | 42. BESSEMER FD | 43. EASTERN VALLEY FD | 44. HELENA FD | 45. ADGER FD | 46. INDIAN FORD FD | 47. WARRIOR RIVER FD | 48. MCADORY FD | 49. MCCALLA FD | 50. LAKEVIEW FD
8170 BANKHEAD HWY	SUMITON	35062	LAKESIDE DR / COUNTY LINE RD	SUMITON FD (WALKER COUNTY)	SUMITON_FD	423	1. BAGLEY FD
8170 CAVERN RD	UNINCORPORATED	35173	MACK HICKS RD / HIGHLAND DR	CENTER POINT FD	CPFD_6	443	1. PALMERDALE FD | 2. TRUSSVILLE FD
8170 CYPRESS WAY	TRUSSVILLE	35173	SPRUCE CIR / PEPPERTREE HIGHLANDS CIR	TRUSSVILLE FD (STATION 3)	TRUSS_301	444	1. ARGO FD
8170 FISHING CAMP RD	UNINCORPORATED	35118	DUSTY OAK DR / OLD PORT DR	UNINCORPORATED FD	BIRMINGPORT_FD_1	497	1. BIRMINGPORT FD | 2. BIRMINGHAM FD | 3. CONCORD FD | 4. WEST JEFFERSON FD | 5. SYLVAN SPRINGS FD | 6. WARRIOR RIVER FD
8170 GADSDEN HWY	TRUSSVILLE	35173	MARY MUNGER RD / CARRINGTON DR	TRUSSVILLE FD (STATION 3)	TRUSS_301	444	1. ARGO FD
8170 LOCK 17 RD	UNINCORPORATED	35023	GUTHRIE DR / JIM RANEY LN	CONCORD FD	CFD_1	489	1. HUEYTOWN FD | 2. BIRMINGPORT FD | 3. BIRMINGHAM FD | 4. WARRIOR RIVER FD
8170 NORTH VALLEY RD	PINSON	35126	VERIFY - CROSS STREETS UNAVAILABLE	PALMERDALE FD (STATION 2)	PFD_1	443	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
8170 SHARIT DAIRY RD	UNINCORPORATED	35071	LEONARD RD / SARDIS RD		AA KIMBERLY 2 MT_O	421	1. MOUNT OLIVE FD | 2. CORNER FD | 3. KIMBERLY FD
8170 SUSAN DR	UNINCORPORATED	35062	CINDY LN	CORNER FD/BAGLEY (AUTOMATIC AID)	BAGLEY_CORNER AA	423	1. BAGLEY FD
8170 TAYLORS FERRY RD	UNINCORPORATED	35023	CROSS CREEK WAY / CREEK RUN	CONCORD FD	CFD_1	497	1. BIRMINGHAM FD | 2. BIRMINGPORT FD | 3. WARRIOR RIVER FD | 4. HUEYTOWN FD
8170 WEST HILL RD	PINSON	35126	VERIFY - CROSS STREETS UNAVAILABLE	PALMERDALE FD (STATION 2)	PFD_1	445	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
8171 BRADFORD RD	UNINCORPORATED	35126	BRASHER RD / LOGGINS LOOP	PALMERDALE FD (STATION 2)	PFD_2	437	1. KIMBERLY FD | 2. GLENNWOOD FD
8171 CAVERN RD	UNINCORPORATED	35173	MACK HICKS RD / HIGHLAND DR	CENTER POINT FD	CPFD_6	443	1. PALMERDALE FD | 2. TRUSSVILLE FD
8171 CRANFORD RD	UNINCORPORATED	35071	MOUNT OLIVE RD	MOUNT OLIVE FD	MOFD_1	421	1. CORNER FD | 2. KIMBERLY FD | 3. GARDENDALE FD | 4. BROOKSIDE FD | 5. FORESTDALE FD
8171 SHARIT DAIRY RD	UNINCORPORATED	35071	LEONARD RD / SARDIS RD		AA KIMBERLY 2 MT_O	421	1. MOUNT OLIVE FD | 2. CORNER FD | 3. KIMBERLY FD
8171 WILLOWBROOKE TER	TRUSSVILLE	35173	WILLOWBROOKE CIR / N LAKE DR	TRUSSVILLE FD (STATION 3)	TRUSS_301	444	1. ARGO FD
8172 BRADFORD RD	UNINCORPORATED	35126	LOGGINS LOOP / BRASHER RD	PALMERDALE FD (STATION 2)	PFD_2	437	1. KIMBERLY FD | 2. GLENNWOOD FD
8172 CALDWELL DR	TRUSSVILLE	35173	OLD HIGHWAY 31 N & YEAGER DR / OLD HIGHWAY 31 N	TRUSSVILLE FD (STATION 3)	TRUSS_301	444	1. ARGO FD
8172 CARRINGTON DR	TRUSSVILLE	35173	LIV DR / CARRINGTON WAY	TRUSSVILLE FD (STATION 3)	TRUSS_301	VERIFY - NO BEAT MATCH	1. ARGO FD
8172 CEDAR MOUNTAIN RD	UNINCORPORATED	35126	EMERALD LAKE DR E / EMERALD LAKE DR W	PALMERDALE FD (STATION 2)	PFD_1	443	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
8172 DOUGLAS AVE	LEEDS	35094	LINDEN ST / SELF ST	LEEDS FD (BLOUNT COUNTY)	LEEDS_FD	447	1. TRUSSVILLE FD | 2. REX LAKE FD | 3. IRONDALE FD | 4. BIRMINGHAM FD
8172 HIGHWAY 75	UNINCORPORATED	35126	VERIFY - CROSS STREETS UNAVAILABLE	PALMERDALE FD (STATION 2)	PFD_1	443	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
8172 HOPEWELL RD SE	BESSEMER	35022	MURPHY DR / NIXON RD	BESSEMER FD	BESSEMER_FD	487	1. EASTERN VALLEY FD | 2. MCADORY FD | 3. INDIAN FORD FD | 4. MCCALLA FD | 5. HOOVER FD | 6. BIRMINGHAM FD | 7. HUEYTOWN FD | 8. LIPSCOMB FD | 9. BRIGHTON FD
8172 NORTH LAKE DR	UNINCORPORATED	35173	VERIFY - CROSS STREETS UNAVAILABLE	ST. CLAIR COUNTY	ST. CLAIR COUNTY	444	1. TRUSSVILLE FD | 2. ARGO FD
8172 RUGBY AVE	BIRMINGHAM	35206	82ND ST S / 82ND PL S	BIRMINGHAM FD	1904	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
8173 CALDWELL DR	TRUSSVILLE	35173	OLD HIGHWAY 31 N & YEAGER DR / OLD HIGHWAY 31 N	TRUSSVILLE FD (STATION 3)	TRUSS_301	444	1. ARGO FD
