660 PAMELA ST	BIRMINGHAM	35213	CAROL ST & MONTCLAIR RD / MONTEVALLO RD	BIRMINGHAM FD	2603	465	1. MOUNTAIN BROOK FD
660 PARSONS DR	HUEYTOWN	35023	MERRIMONT RD / CAMBRIDGE RD & PUBLIC ALY	HUEYTOWN FD	HUEYTOWN_FD	492	1. BESSEMER FD | 2. CONCORD FD | 3. PLEASANT GROVE FD | 4. BIRMINGHAM FD | 5. ADGER FD
660 POWDER PLANT RD	BESSEMER	35022	FIVE STAR PKWY / POWDER PLANT LN	BESSEMER FD	BESSEMER_FD	VERIFY - NO BEAT MATCH	1. HUEYTOWN FD | 2. MCCALLA FD | 3. EASTERN VALLEY FD | 4. MCADORY FD | 5. BRIGHTON FD | 6. BIRMINGHAM FD | 7. LIPSCOMB FD | 8. INDIAN FORD FD | 9. HOOVER FD
660 PRESERVE WAY	HOOVER	35226	MEMORIAL ST & PERSERVE WAY / HERITAGE PARK DR	HOOVER FD	HOOVER_FD	487	1. ROCKY RIDGE FD | 2. BESSEMER FD | 3. BIRMINGHAM FD | 4. HELENA FD | 5. HOMEWOOD FD | 6. NORTH SHELBY FD | 7. INDIAN FORD FD | 8. REX LAKE FD
660 PROVENCE DR	VESTAVIA HILLS	35242	PROVENCE CIR / HERITAGE HILLS DR & HERITAGE HILLS WAY	VESTAVIA FD	VESTAVIA_FD	465	1. BIRMINGHAM FD | 2. REX LAKE FD | 3. IRONDALE FD | 4. HOOVER FD | 5. MOUNTAIN BROOK FD | 6. ROCKY RIDGE FD | 7. HOMEWOOD FD
660 RIDGE TOP CIR	BIRMINGHAM	35206	PUBLIC ALY / MOUNTAIN RD & RIDGE RD	BIRMINGHAM FD	2704	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
660 SOUTH PARKELL AVE	HUEYTOWN	35023	VERIFY - CROSS STREETS UNAVAILABLE	HUEYTOWN FD	HUEYTOWN_FD	489	1. CONCORD FD | 2. PLEASANT GROVE FD | 3. BIRMINGHAM FD | 4. BESSEMER FD | 5. ADGER FD
660 SPRINGDALE RD	TARRANT	35217	LYNN AVE / DOVE ST	TARRANT FD | NO FIRE COVERAGE	COUNTY NO FD | TARRANT_FD	435	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
660 ST CHARLES AVE SW	BIRMINGHAM	35211	VERIFY - CROSS STREETS UNAVAILABLE	BIRMINGHAM FD	2107	469	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
660 TRACE CROSSINGS TRL	HOOVER	35244	TRACE CROSSINGS LN / TRACE CROSSINGS DR	HOOVER FD	HOOVER_FD	487	1. ROCKY RIDGE FD | 2. HELENA FD | 3. BESSEMER FD | 4. INDIAN FORD FD | 5. NORTH SHELBY FD | 6. BIRMINGHAM FD | 7. HOMEWOOD FD | 8. REX LAKE FD
660 TRUMPET CIR	HOOVER	35226	FLAG CIR & LAKE CREST DR	HOOVER FD	HOOVER_FD	487	1. ROCKY RIDGE FD | 2. BESSEMER FD | 3. HELENA FD | 4. BIRMINGHAM FD | 5. INDIAN FORD FD | 6. HOMEWOOD FD | 7. NORTH SHELBY FD | 8. REX LAKE FD
660 VALLEY DR	BIRMINGHAM	35215	HORNER DR & VALLEY RD / VALLEY RD	BIRMINGHAM FD	2903	VERIFY - NO BEAT MATCH	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
660 WILLOW BEND LN	UNINCORPORATED	35023	MILL CREEK RD / BAHIA LN & PARK RD	CONCORD FD	CFD_1	489	1. HUEYTOWN FD | 2. BIRMINGHAM FD | 3. BIRMINGPORT FD | 4. WARRIOR RIVER FD
660 WISTERIA WAY	GARDENDALE	35071	MAGNOLIA RIDGE DR / RED CREST CIR	GARDENDALE FD	GARDENDALE_FD	421	1. FULTONDALE FD | 2. MOUNT OLIVE FD | 3. FORESTDALE FD | 4. BROOKSIDE FD | 5. GLENNWOOD FD | 6. MORRIS FD
660 WRIGHT AVE	HUEYTOWN	35023	MERRIMONT RD / PUBLIC ALY	HUEYTOWN FD	HUEYTOWN_FD	492	1. BESSEMER FD | 2. CONCORD FD | 3. PLEASANT GROVE FD | 4. BIRMINGHAM FD | 5. ADGER FD
6600 1ST AVE N	BIRMINGHAM	35206	66TH ST N / 66TH PL N	BIRMINGHAM FD	1206	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6600 1ST AVE S	BIRMINGHAM	35212	66TH ST S / 65TH ST S	BIRMINGHAM FD	1207	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6600 37TH AVE N	BIRMINGHAM	35206	PUBLIC ALY / 66TH ST N	BIRMINGHAM FD	1212	441	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6600 4TH AVE S	BIRMINGHAM	35212	66TH ST S / 66TH ST S & BRUSSELS AVE	BIRMINGHAM FD	1208	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6600 7TH ST S	LIPSCOMB	35020	WIL OLVEY DR / AVENUE Q	LIPSCOMB FD	LIPSCOMB_FD	490	1. BIRMINGHAM FD | 2. BESSEMER FD
6600 ADVENT CIR	UNINCORPORATED	35173	LILES LN / ADVENT CUT OFF RD	NO FIRE COVERAGE	COUNTY NO FD	444	1. TRUSSVILLE FD | 2. ARGO FD | 3. PALMERDALE FD | 4. BIRMINGHAM FD | 5. IRONDALE FD | 6. GLENNWOOD FD | 7. FULTONDALE FD | 8. GARDENDALE FD | 9. REX LAKE FD | 10. COUNTY LINE FD | 11. KIMBERLY FD | 12. TARRANT FD | 13. MORRIS FD | 14. MOUNTAIN BROOK FD | 15. WARRIOR FD | 16. MOUNT OLIVE FD | 17. HOOVER FD | 18. ROCKY RIDGE FD | 19. CANE CREEK FD | 20. CORNER FD | 21. FORESTDALE FD | 22. BROOKSIDE FD | 23. HOMEWOOD FD | 24. ADAMSVILLE FD | 25. CARDIFF FD | 26. GRAYSVILLE FD | 27. BAGLEY FD | 28. MINOR FD | 29. FAIRFIELD FD | 30. MIDFIELD FD | 31. SHADY GROVE FD | 32. MULGA FD | 33. PLEASANT GROVE FD | 34. WEST JEFFERSON FD | 35. MAYTOWN FD | 36. LIPSCOMB FD | 37. BRIGHTON FD | 38. BESSEMER FD | 39. SYLVAN SPRINGS FD | 40. HUEYTOWN FD | 41. HELENA FD | 42. CONCORD FD | 43. BIRMINGPORT FD | 44. INDIAN FORD FD | 45. EASTERN VALLEY FD | 46. MCADORY FD | 47. MCCALLA FD | 48. ADGER FD | 49. WARRIOR RIVER FD | 50. LAKEVIEW FD
6600 ALABAMA ST	IRONDALE	35173	GRADY ST & PUBLIC ALY / DIVISION ST	IRONDALE FD	IRONDALE_FD	447	1. BIRMINGHAM FD | 2. TRUSSVILLE FD | 3. REX LAKE FD | 4. MOUNTAIN BROOK FD
6600 AVENUE K	LIPSCOMB	35020	VERIFY - CROSS STREETS UNAVAILABLE	LIPSCOMB FD	LIPSCOMB_FD	490	1. BIRMINGHAM FD | 2. BESSEMER FD
6600 AVENUE K	MIDFIELD	35228	VERIFY - CROSS STREETS UNAVAILABLE	MIDFIELD FD	MIDFIELD_FD	490	1. BIRMINGHAM FD | 2. FAIRFIELD FD | 3. BRIGHTON FD
6600 AVENUE N	BIRMINGHAM	35228	VERIFY - CROSS STREETS UNAVAILABLE	BIRMINGHAM FD	2406	469	1. MIDFIELD FD
6600 CHEROKEE DR	FAIRFIELD	35064	CHEROKEE CIR & FOREST DR / RIDGEWOOD AVE	FAIRFIELD FD	FAIRFIELD_FD	491	1. MIDFIELD FD | 2. BIRMINGHAM FD
6600 COLONY PARK DR	UNINCORPORATED	35243	CAHABA RIVER RD & OLD 280 CT		E102_R111	467	1. ROCKY RIDGE FD | 2. BIRMINGHAM FD | 3. MOUNTAIN BROOK FD | 4. HOOVER FD
6600 COLONY WOODS DR	UNINCORPORATED	35243	VERIFY - CROSS STREETS UNAVAILABLE		E102_R111	VERIFY - NO BEAT MATCH	1. ROCKY RIDGE FD | 2. BIRMINGHAM FD | 3. MOUNTAIN BROOK FD | 4. HOOVER FD
6600 CORDREY CT	MIDFIELD	35228	AVENUE K / OLON ST	MIDFIELD FD	MIDFIELD_FD	490	1. BIRMINGHAM FD | 2. FAIRFIELD FD | 3. BRIGHTON FD
6600 COURT M	BIRMINGHAM	35228	66TH ST / MEADOW LN	BIRMINGHAM FD	2406	469	1. MIDFIELD FD
6600 DAVISON RD	UNINCORPORATED	35126	MELISSA DR / WOMACK RD	CENTER POINT FD	CPFD_5	443	1. PALMERDALE FD
6600 DEERFOOT PKWY	CLAY	35126	COUGARS DR / ROE CHANDLER RD	CENTER POINT FD/TRUSSVILLE  FD (AUTOMATIC AID - STRUCTURE FIRES ONLY)	CPFD6_AA	448	1. HOOVER FD
6600 DIVISION AVE	BIRMINGHAM	35206	66TH ST N & 66TH ST S / 67TH ST N & 67TH ST S	BIRMINGHAM FD	1207	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6600 DORSETT CIR	UNINCORPORATED	35117	LAKESIDE DR	MOUNT OLIVE FD	MOFD_1	421	1. BROOKSIDE FD | 2. GARDENDALE FD | 3. CORNER FD | 4. FORESTDALE FD | 5. KIMBERLY FD
6600 E J OLIVER BLVD	FAIRFIELD		59TH ST / 57TH ST & FLINTRIDGE RD	FAIRFIELD FD	FAIRFIELD_FD	493	1. BIRMINGHAM FD | 2. MIDFIELD FD
6600 EDWARD CEMETERY RD	UNINCORPORATED	35071	VERIFY - CROSS STREETS UNAVAILABLE	NO FIRE COVERAGE	COUNTY NO FD	VERIFY - NO BEAT MATCH	1. GARDENDALE FD | 2. GLENNWOOD FD | 3. MOUNT OLIVE FD | 4. MORRIS FD | 5. PALMERDALE FD | 6. FULTONDALE FD | 7. KIMBERLY FD | 8. BROOKSIDE FD | 9. CORNER FD | 10. BIRMINGHAM FD | 11. TARRANT FD | 12. FORESTDALE FD | 13. WARRIOR FD | 14. CANE CREEK FD | 15. CARDIFF FD | 16. GRAYSVILLE FD | 17. ADAMSVILLE FD | 18. BAGLEY FD | 19. COUNTY LINE FD | 20. TRUSSVILLE FD | 21. WEST JEFFERSON FD | 22. IRONDALE FD | 23. MINOR FD | 24. SHADY GROVE FD | 25. MULGA FD | 26. MOUNTAIN BROOK FD | 27. MAYTOWN FD | 28. PLEASANT GROVE FD | 29. HOMEWOOD FD | 30. SYLVAN SPRINGS FD | 31. REX LAKE FD | 32. FAIRFIELD FD | 33. ROCKY RIDGE FD | 34. ARGO FD | 35. MIDFIELD FD | 36. HOOVER FD | 37. BIRMINGPORT FD | 38. CONCORD FD | 39. HUEYTOWN FD | 40. BRIGHTON FD | 41. LIPSCOMB FD | 42. BESSEMER FD | 43. EASTERN VALLEY FD | 44. ADGER FD | 45. HELENA FD | 46. WARRIOR RIVER FD | 47. INDIAN FORD FD | 48. MCCALLA FD | 49. MCADORY FD | 50. LAKEVIEW FD
6600 EWING RD	CLAY	35126	OLD SPRINGVILLE RD	CENTER POINT FD/TRUSSVILLE  FD (AUTOMATIC AID - STRUCTURE FIRES ONLY)	CPFD6_AA	448	1. HOOVER FD
6600 FOLSOM RD	UNINCORPORATED	35111	KIMBRELL CUTOFF RD & WOODLAND PAR CIR	MCADORY FD	MCADORY_FD_2	486	1. BESSEMER FD
6600 FOREST DR	FAIRFIELD	35064	OSAGE AVE / SEMINOLE DR	FAIRFIELD FD	FAIRFIELD_FD	491	1. MIDFIELD FD | 2. BIRMINGHAM FD
6600 GARRIS DR	UNINCORPORATED	35023	15TH STREET RD	CONCORD FD	CFD_1	VERIFY - NO BEAT MATCH	1. HUEYTOWN FD | 2. BIRMINGHAM FD | 3. BIRMINGPORT FD | 4. WARRIOR RIVER FD
6600 GEORGIA RD	BIRMINGHAM	35212	ANTWERP AVE / 64TH PL S	BIRMINGHAM FD	1204	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6600 GOOSE DR	TRUSSVILLE	35173	VERIFY - CROSS STREETS UNAVAILABLE	TRUSSVILLE FD (STATION 4)	TRUSS_403	VERIFY - NO BEAT MATCH	1. BIRMINGHAM FD
6600 GRASSELLI RD	FAIRFIELD	35064	RIDGEWOOD AVE / SEMINOLE CIR	FAIRFIELD FD	FAIRFIELD_FD	491	1. MIDFIELD FD | 2. BIRMINGHAM FD
6600 HERITAGE COURT LN	UNINCORPORATED	35111	HERITAGE PARK LN	MCADORY FD	MCADORY_FD_2	486	1. BESSEMER FD
6600 HIGHWAY 78 E	LEEDS	35094	VERIFY - CROSS STREETS UNAVAILABLE	LEEDS FD (BLOUNT COUNTY)	LEEDS_FD	447	1. IRONDALE FD | 2. BIRMINGHAM FD | 3. REX LAKE FD | 4. TRUSSVILLE FD
6600 INTERLAKEN AVE	BIRMINGHAM	35212	PUBLIC ALY / 67TH ST & 67TH ST S	BIRMINGHAM FD	1208	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6600 JEFFERSON METROPOLITAN PKWY	UNINCORPORATED	35111	MCASHAN DR / MOORE PKWY	MCCALLA FD	MCCALLA_FD_2	486	1. BESSEMER FD | 2. MCADORY FD | 3. LAKEVIEW FD
6600 KENTUCKY AVE	BIRMINGHAM	35212	BRUSSELS AVE / PUBLIC ALY	BIRMINGHAM FD	1208	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6600 LITTLE CAHABA CV	LEEDS	35094	MUSKOGEE CV & WOODRUFF PKWY	LEEDS FD (BLOUNT COUNTY)	LEEDS_FD	465	1. REX LAKE FD | 2. BIRMINGHAM FD | 3. IRONDALE FD | 4. TRUSSVILLE FD
6600 LYNN AVE	LEEDS	35094	KATHERINE ST / CAROLYN ST	LEEDS FD (BLOUNT COUNTY)	LEEDS_FD	465	1. REX LAKE FD | 2. BIRMINGHAM FD | 3. IRONDALE FD | 4. TRUSSVILLE FD
6600 MARIE CIR	LEEDS	35094	MARIE DR / KERRI LN	LEEDS FD (BLOUNT COUNTY)	LEEDS_FD	465	1. REX LAKE FD | 2. BIRMINGHAM FD | 3. IRONDALE FD | 4. TRUSSVILLE FD
6600 MARKA CIR	UNINCORPORATED	35022	BENTWOOD DR	MCADORY FD	MCADORY_FD_1	488	1. BESSEMER FD | 2. EASTERN VALLEY FD | 3. HELENA FD | 4. INDIAN FORD FD
6600 MCDUFFIE RD	PINSON	35126	DUG HOLLOW RD / KATRIX LN	CENTER POINT FD	CPFD_5	445	1. PALMERDALE FD
6600 MONTVIEW ST	WEST JEFFERSON	35130	HONEYSUCKLE RD / MONTVIEW AVE E	WEST JEFFERSON FD	WEST_JEFFERSON_FD	419	1. BIRMINGHAM FD | 2. ADAMSVILLE FD | 3. BAGLEY FD | 4. SHADY GROVE FD | 5. GRAYSVILLE FD | 6. BIRMINGPORT FD
6600 MYRON MASSEY BLVD	FAIRFIELD	35064	66TH ST / 66TH PL	FAIRFIELD FD	FAIRFIELD_FD	493	1. MIDFIELD FD | 2. BIRMINGHAM FD
6600 NARROWS RD	PINSON	35126	TURKEY CREEK RD / OLD BRADFORD RD	CENTER POINT FD/PALMERDALE FD (AUTOMATIC AID)	AA CP/PALMERDALE	437	1. GLENNWOOD FD
6600 NEW CASTLE RD	UNINCORPORATED	35116	ROSE DR / JACKSON RD	PALMERDALE FD (STATION 2)	PFD_2	435	1. GLENNWOOD FD | 2. KIMBERLY FD
6600 NEWBRIDGE DR	UNINCORPORATED	35022	VERIFY - CROSS STREETS UNAVAILABLE	MCADORY FD	MCADORY_FD_1	488	1. BESSEMER FD | 2. EASTERN VALLEY FD | 3. HELENA FD | 4. INDIAN FORD FD
6600 OLD TUSCALOOSA HWY	UNINCORPORATED	35111	VERIFY - CROSS STREETS UNAVAILABLE	MCCALLA FD	MCCALLA_FD_2	486	1. BESSEMER FD | 2. MCADORY FD | 3. LAKEVIEW FD
6600 POST OAK DR	HUEYTOWN	35023	WESTWIND DR / POST LN	HUEYTOWN FD	HUEYTOWN_FD	489	1. CONCORD FD | 2. ADGER FD | 3. BESSEMER FD | 4. PLEASANT GROVE FD | 5. BIRMINGHAM FD
6600 RED LEAF LN	HUEYTOWN	35023	WESTWIND DR / RED LEAF CIR	HUEYTOWN FD	HUEYTOWN_FD	489	1. CONCORD FD | 2. ADGER FD | 3. BESSEMER FD | 4. PLEASANT GROVE FD | 5. BIRMINGHAM FD
6600 RICE CIR	UNINCORPORATED	35244	RICE CREEK LN	INDIAN FORD FD (SHELBY COUNTY)	INDIAN_FORD_FD	487	1. HOOVER FD | 2. BESSEMER FD | 3. HELENA FD | 4. MCADORY FD
6600 RIME VILLAGE DR E	UNINCORPORATED	35216	RIME VILLAGE RD / CENTENNIAL DR & VEONA DANIELS RD	ROCKY RIDGE FD (STATION 1)	RRST1_D	467	1. HOOVER FD
6600 ROBILLARD DR	UNINCORPORATED	35022	LINDSEY LOOP RD	MCADORY FD	MCADORY_FD_1	488	1. BESSEMER FD | 2. INDIAN FORD FD | 3. HELENA FD | 4. EASTERN VALLEY FD
6600 SEMINOLE CIR	FAIRFIELD	35064	OSAGE CT / SEMINOLE DR	FAIRFIELD FD	FAIRFIELD_FD	491	1. MIDFIELD FD | 2. BIRMINGHAM FD
6600 SEMINOLE DR	FAIRFIELD	35064	OSAGE AVE / FOREST DR	FAIRFIELD FD	FAIRFIELD_FD	491	1. MIDFIELD FD | 2. BIRMINGHAM FD
6600 SERVICE RD	TRUSSVILLE	35173	MARTIN WILSON RD / TRUSSVILLE CLAY RD	TRUSSVILLE FD (STATION 4)	TRUSS_403	444	1. BIRMINGHAM FD
6600 SOUTHERN TRACE DR	LEEDS	35094	WOOD CARRIAGE LN / SOUTHERN TRACE PKWY	LEEDS FD (BLOUNT COUNTY)	LEEDS_FD	465	1. REX LAKE FD | 2. BIRMINGHAM FD | 3. IRONDALE FD | 4. TRUSSVILLE FD
6600 STONE POINT DR	UNINCORPORATED	35022	VERIFY - CROSS STREETS UNAVAILABLE	MCADORY FD	MCADORY_FD_1	488	1. BESSEMER FD | 2. INDIAN FORD FD | 3. HELENA FD | 4. EASTERN VALLEY FD
6600 TENSAW DR	FAIRFIELD	35064	OSAGE CT & OSCEOLA CIR / OSAGE AVE & TENSAW CT	FAIRFIELD FD	FAIRFIELD_FD	VERIFY - NO BEAT MATCH	1. MIDFIELD FD | 2. BIRMINGHAM FD
6600 THOMAS RD	UNINCORPORATED	35116	HIGHWAY 75 N & HILL RD / OLD HIGHWAY 75	GLENWOOD FD	GLENWOOD FIRE 1	435	1. GARDENDALE FD | 2. GLENNWOOD FD | 3. MORRIS FD | 4. PALMERDALE FD
6600 VIRGINIA ST	IRONDALE	35173	BRYAN ST / GRADY ST	IRONDALE FD	IRONDALE_FD	447	1. BIRMINGHAM FD | 2. TRUSSVILLE FD | 3. REX LAKE FD | 4. MOUNTAIN BROOK FD
6600 WARRIOR RIVER RD	UNINCORPORATED	35023	15TH STREET RD / JACKSON DR	CONCORD FD	CFD_1	489	1. BIRMINGHAM FD | 2. BIRMINGPORT FD | 3. HUEYTOWN FD | 4. WARRIOR RIVER FD
6600 WHITE OAK LN	HUEYTOWN	35023	WESTWIND DR / RED LEAF LN	HUEYTOWN FD	HUEYTOWN_FD	489	1. CONCORD FD | 2. ADGER FD | 3. BESSEMER FD | 4. PLEASANT GROVE FD | 5. BIRMINGHAM FD
6600 WILSON ST	IRONDALE	35173	PUBLIC ALY / WOOD ST	IRONDALE FD	IRONDALE_FD	447	1. BIRMINGHAM FD | 2. TRUSSVILLE FD | 3. REX LAKE FD | 4. MOUNTAIN BROOK FD
6601 1ST AVE N	BIRMINGHAM	35206	66TH PL N / 66TH ST N	BIRMINGHAM FD	1207	VERIFY - NO BEAT MATCH	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6601 1ST AVE S	BIRMINGHAM	35212	66TH ST S / 65TH ST S	BIRMINGHAM FD	1207	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6601 2ND AVE S	BIRMINGHAM	35212	66TH ST S / 67TH ST S	BIRMINGHAM FD	1207	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6601 32ND CT W	BIRMINGHAM	35207	8TH ST W / 7TH ST W	BIRMINGHAM FD	1304	417	1. FORESTDALE FD | 2. NORTH SMITHFIELD DEPARTMENT FD | 3. FULTONDALE FD
6601 4TH AVE N	BIRMINGHAM	35206	66TH ST N / 67TH ST N	BIRMINGHAM FD	1206	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6601 4TH AVE S	BIRMINGHAM	35212	66TH ST S & BRUSSELS AVE / 66TH ST S	BIRMINGHAM FD	1208	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6601 6TH CT S	BIRMINGHAM	35212	ANTWERP CT / ATHENS CT	BIRMINGHAM FD	1209	465	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6601 6TH ST S	LIPSCOMB	35020	AVENUE P / AVENUE Q	LIPSCOMB FD	LIPSCOMB_FD	490	1. BIRMINGHAM FD | 2. BESSEMER FD
6601 ALICE RD	UNINCORPORATED	35111	WOLF CREEK LN / BEAU RIDGE LN	NO FIRE COVERAGE	COUNTY NO FD	489	1. LAKEVIEW FD | 2. MCCALLA FD | 3. BESSEMER FD | 4. ADGER FD | 5. MCADORY FD | 6. HUEYTOWN FD | 7. CONCORD FD | 8. INDIAN FORD FD | 9. EASTERN VALLEY FD | 10. HELENA FD | 11. WARRIOR RIVER FD | 12. HOOVER FD | 13. BIRMINGHAM FD | 14. BRIGHTON FD | 15. BIRMINGPORT FD | 16. PLEASANT GROVE FD | 17. LIPSCOMB FD | 18. MIDFIELD FD | 19. SYLVAN SPRINGS FD | 20. FAIRFIELD FD | 21. ROCKY RIDGE FD | 22. MAYTOWN FD | 23. MINOR FD | 24. HOMEWOOD FD | 25. MULGA FD | 26. ADAMSVILLE FD | 27. SHADY GROVE FD | 28. WEST JEFFERSON FD | 29. FORESTDALE FD | 30. GRAYSVILLE FD | 31. MOUNTAIN BROOK FD | 32. BROOKSIDE FD | 33. FULTONDALE FD | 34. REX LAKE FD | 35. TARRANT FD | 36. CARDIFF FD | 37. MOUNT OLIVE FD | 38. BAGLEY FD | 39. GARDENDALE FD | 40. IRONDALE FD | 41. CORNER FD | 42. GLENNWOOD FD | 43. TRUSSVILLE FD | 44. MORRIS FD | 45. PALMERDALE FD | 46. KIMBERLY FD | 47. WARRIOR FD | 48. CANE CREEK FD | 49. COUNTY LINE FD | 50. ARGO FD
6601 AVENUE C	FAIRFIELD	35064	VERIFY - CROSS STREETS UNAVAILABLE	FAIRFIELD FD	FAIRFIELD_FD	493	1. MIDFIELD FD | 2. BIRMINGHAM FD
6601 AVENUE D	FAIRFIELD	35064	VERIFY - CROSS STREETS UNAVAILABLE	FAIRFIELD FD	FAIRFIELD_FD	493	1. MIDFIELD FD | 2. BIRMINGHAM FD
6601 AVENUE K	BIRMINGHAM	35228	VERIFY - CROSS STREETS UNAVAILABLE	BIRMINGHAM FD	2405	469|490	1. MIDFIELD FD | 2. FAIRFIELD FD
6601 AVENUE K	LIPSCOMB	35020	VERIFY - CROSS STREETS UNAVAILABLE	LIPSCOMB FD	LIPSCOMB_FD	469|490	1. BIRMINGHAM FD | 2. BESSEMER FD
6601 AVENUE N	BIRMINGHAM	35228	VERIFY - CROSS STREETS UNAVAILABLE	BIRMINGHAM FD	2406	469	1. MIDFIELD FD
6601 AVENUE O	BIRMINGHAM	35228	VERIFY - CROSS STREETS UNAVAILABLE	BIRMINGHAM FD	2406	469	1. MIDFIELD FD
6601 CCC RD	UNINCORPORATED	35023	LARKIN JOHNSON RD / 15TH STREET RD	CONCORD FD	CFD_1	489	1. BIRMINGHAM FD | 2. HUEYTOWN FD | 3. BIRMINGPORT FD | 4. WARRIOR RIVER FD
6601 CHEROKEE DR	FAIRFIELD	35064	CHEROKEE CIR & FOREST DR / RIDGEWOOD AVE	FAIRFIELD FD	FAIRFIELD_FD	491	1. MIDFIELD FD | 2. BIRMINGHAM FD
6601 COLONY PARK DR	UNINCORPORATED	35243	CAHABA RIVER RD & OLD 280 CT		E102_R111	467	1. ROCKY RIDGE FD | 2. BIRMINGHAM FD | 3. MOUNTAIN BROOK FD | 4. HOOVER FD
6601 COLONY WOODS DR	UNINCORPORATED	35243	VERIFY - CROSS STREETS UNAVAILABLE		E102_R111	VERIFY - NO BEAT MATCH	1. ROCKY RIDGE FD | 2. BIRMINGHAM FD | 3. MOUNTAIN BROOK FD | 4. HOOVER FD
6601 CORDREY CT	MIDFIELD	35228	AVENUE K / OLON ST	MIDFIELD FD	MIDFIELD_FD	490	1. BIRMINGHAM FD | 2. FAIRFIELD FD | 3. BRIGHTON FD
6601 COURT M	BIRMINGHAM	35228	66TH ST / MEADOW LN	BIRMINGHAM FD	2406	469	1. MIDFIELD FD
6601 DIVISION AVE	BIRMINGHAM	35206	66TH ST N & 66TH ST S / 67TH ST N & 67TH ST S	BIRMINGHAM FD	1207	447	NONE - NO OUTSIDE FIRE JURISDICTION TOUCHES THIS RESPONSE QUAD
6601 DORSETT CIR	UNINCORPORATED	35117	LAKESIDE DR	MOUNT OLIVE FD	MOFD_1	421	1. BROOKSIDE FD | 2. GARDENDALE FD | 3. CORNER FD | 4. FORESTDALE FD | 5. KIMBERLY FD
6601 EASTERN VALLEY RD	UNINCORPORATED	35111	TYLER CHASE DR / RUSSELL DR	MCADORY FD	MCADORY_FD_2	486	1. BESSEMER FD
6601 EWING RD	CLAY	35126	OLD SPRINGVILLE RD	CENTER POINT FD/TRUSSVILLE  FD (AUTOMATIC AID - STRUCTURE FIRES ONLY)	CPFD6_AA	448	1. HOOVER FD
6601 FOREST DR	FAIRFIELD	35064	OSAGE AVE / SEMINOLE DR	FAIRFIELD FD	FAIRFIELD_FD	491	1. MIDFIELD FD | 2. BIRMINGHAM FD
6601 GADSDEN HWY	UNINCORPORATED	35173	MAIN ST & MOHAWK DR / MAPLEWOOD DR	NO FIRE COVERAGE	COUNTY NO FD	444	1. TRUSSVILLE FD | 2. BIRMINGHAM FD | 3. IRONDALE FD | 4. PALMERDALE FD | 5. ARGO FD | 6. REX LAKE FD | 7. GLENNWOOD FD | 8. FULTONDALE FD | 9. TARRANT FD | 10. MOUNTAIN BROOK FD | 11. GARDENDALE FD | 12. HOOVER FD | 13. ROCKY RIDGE FD | 14. KIMBERLY FD | 15. MORRIS FD | 16. MOUNT OLIVE FD | 17. HOMEWOOD FD | 18. COUNTY LINE FD | 19. FORESTDALE FD | 20. BROOKSIDE FD | 21. WARRIOR FD | 22. ADAMSVILLE FD | 23. CANE CREEK FD | 24. CORNER FD | 25. MINOR FD | 26. GRAYSVILLE FD | 27. CARDIFF FD | 28. FAIRFIELD FD | 29. MIDFIELD FD | 30. PLEASANT GROVE FD | 31. BAGLEY FD | 32. MULGA FD | 33. SHADY GROVE FD | 34. LIPSCOMB FD | 35. BESSEMER FD | 36. BRIGHTON FD | 37. MAYTOWN FD | 38. HUEYTOWN FD | 39. WEST JEFFERSON FD | 40. HELENA FD | 41. SYLVAN SPRINGS FD | 42. CONCORD FD | 43. INDIAN FORD FD | 44. EASTERN VALLEY FD | 45. BIRMINGPORT FD | 46. MCADORY FD | 47. MCCALLA FD | 48. ADGER FD | 49. LAKEVIEW FD | 50. WARRIOR RIVER FD
